Year,date,Time of Tweet,sentiment,Platform,word,word_stem
2021,2021-03-02,noon,negative,Instagram,cleaning,clean
2021,2021-03-02,noon,negative,Instagram,tomorrow,tomorrow
2021,2021-03-02,noon,negative,Instagram,popping,pop
2021,2021-03-02,noon,negative,Instagram,hehe,hehe
2021,2021-03-15,morning,positive,Facebook,missing,miss
2021,2021-03-15,morning,positive,Facebook,cereal,cereal
2021,2021-03-15,morning,positive,Facebook,nut,nut
2021,2021-03-15,morning,positive,Facebook,think,think
2021,2021-03-15,morning,positive,Facebook,every,everi
2021,2021-03-15,morning,positive,Facebook,kind,kind
2021,2021-03-15,morning,positive,Facebook,available,avail
2021,2021-04-15,night,neutral,Facebook,peter,peter
2021,2021-04-15,night,neutral,Facebook,gordon,gordon
2021,2021-04-15,night,neutral,Facebook,morning,morn
2021,2021-04-15,night,neutral,Facebook,pieces,piec
2021,2021-04-15,night,neutral,Facebook,wanna,wanna
2021,2021-04-15,night,neutral,Facebook,hide,hide
2021,2021-04-15,night,neutral,Facebook,pieces,piec
2021,2021-04-15,night,neutral,Facebook,almost,almost
2021,2021-04-15,night,neutral,Facebook,die,die
2021,2021-04-15,night,neutral,Facebook,ever,ever
2021,2021-04-15,night,neutral,Facebook,url,url
2021,2021-04-15,noon,positive,Twitter,gonna,gonna
2021,2021-04-15,noon,positive,Twitter,celebrate,celebr
2021,2021-04-15,noon,positive,Twitter,mothers,mother
2021,2021-04-15,noon,positive,Twitter,day,dai
2021,2021-04-15,noon,positive,Twitter,family,famili
2021,2021-04-15,noon,positive,Twitter,gonna,gonna
2021,2021-04-15,noon,positive,Twitter,start,start
2021,2021-04-15,noon,positive,Twitter,partying,parti
2021,2021-04-15,noon,positive,Twitter,tonite,tonit
2021,2021-04-05,noon,neutral,Facebook,hey,hei
2021,2021-04-05,noon,neutral,Facebook,didnt,didnt
2021,2021-05-20,morning,negative,Facebook,bannished,bannish
2021,2021-05-20,morning,negative,Facebook,work,work
2021,2021-05-20,morning,negative,Facebook,till,till
2021,2021-05-10,night,negative,Instagram,sucks,suck
2021,2021-06-10,night,positive,Instagram,woke,woke
2021,2021-06-10,night,positive,Instagram,mums,mum
2021,2021-06-10,night,positive,Instagram,singing,sing
2021,2021-06-10,night,positive,Instagram,new,new
2021,2021-06-10,night,positive,Instagram,gnr,gnr
2021,2021-06-10,night,positive,Instagram,replacement,replac
2021,2021-06-10,night,positive,Instagram,bought,bought
2021,2021-06-10,night,positive,Instagram,good,good
2021,2021-06-10,night,positive,Instagram,daughter,daughter
2021,2021-07-20,noon,positive,Instagram,know,know
2021,2021-07-20,noon,positive,Instagram,want,want
2021,2021-07-20,noon,positive,Instagram,come,come
2021,2021-07-20,noon,positive,Instagram,keep,keep
2021,2021-07-20,noon,positive,Instagram,company,compani
2021,2021-07-20,noon,positive,Instagram,whilst,whilst
2021,2021-07-20,noon,positive,Instagram,mums,mum
2021,2021-07-20,noon,positive,Instagram,friends,friend
2021,2021-07-20,noon,positive,Instagram,night,night
2021,2021-07-20,noon,positive,Instagram,nice,nice
2021,2021-07-20,noon,positive,Instagram,evening,even
2021,2021-08-20,noon,negative,Facebook,miss,miss
2021,2021-08-20,noon,negative,Facebook,daddy,daddi
2021,2021-08-20,noon,negative,Facebook,mommy,mommi
2021,2021-08-10,morning,neutral,Facebook,boss,boss
2021,2021-08-10,morning,neutral,Facebook,shes,she
2021,2021-08-10,morning,neutral,Facebook,moving,move
2021,2021-08-10,morning,neutral,Facebook,nyc,nyc
2021,2021-08-15,noon,neutral,Twitter,perky,perki
2021,2021-08-15,noon,neutral,Twitter,purple,purpl
2021,2021-08-15,noon,neutral,Twitter,nail,nail
2021,2021-08-15,noon,neutral,Twitter,polish,polish
2021,2021-08-15,noon,neutral,Twitter,isnt,isnt
2021,2021-08-15,noon,neutral,Twitter,perky,perki
2021,2021-08-15,noon,neutral,Twitter,chipped,chip
2021,2021-08-02,noon,negative,Instagram,weird,weird
2021,2021-08-02,noon,negative,Instagram,drawing,draw
2021,2021-09-20,noon,neutral,Twitter,happened,happen
2021,2021-09-20,noon,neutral,Twitter,thought,thought
2021,2021-09-20,noon,neutral,Twitter,coming,come
2021,2021-09-20,noon,neutral,Twitter,back,back
2021,2021-09-20,noon,neutral,Twitter,today,todai
2021,2021-09-20,night,negative,Facebook,laughing,laugh
2021,2021-09-20,night,negative,Facebook,loud,loud
2021,2021-09-20,night,negative,Facebook,dammit,dammit
2021,2021-09-20,night,negative,Facebook,well,well
2021,2021-09-20,night,negative,Facebook,next,next
2021,2021-09-20,night,negative,Facebook,time,time
2021,2021-09-15,noon,positive,Instagram,kiss,kiss
2021,2021-09-15,noon,positive,Instagram,feet,feet
2021,2021-09-15,noon,positive,Instagram,people,peopl
2021,2021-09-15,noon,positive,Instagram,kick,kick
2021,2021-09-15,noon,positive,Instagram,can,can
2021,2021-09-15,noon,positive,Instagram,anything,anyth
2021,2021-09-15,noon,positive,Instagram,want,want
2021,2021-09-15,noon,positive,Instagram,morning,morn
2021,2021-09-15,noon,positive,Instagram,everyone,everyon
2021,2021-09-15,noon,positive,Instagram,hope,hope
2021,2021-09-15,noon,positive,Instagram,best,best
2021,2021-09-15,noon,positive,Instagram,day,dai
2021,2021-09-15,noon,positive,Instagram,ever,ever
2021,2021-10-22,night,neutral,Twitter,yeah,yeah
2021,2021-10-22,night,neutral,Twitter,real,real
2021,2021-10-22,night,neutral,Twitter,hard,hard
2021,2021-10-22,night,neutral,Twitter,know,know
2021,2021-10-22,night,neutral,Twitter,smile,smile
2021,2021-10-08,morning,neutral,Instagram,concert,concert
2021,2021-10-08,morning,neutral,Instagram,tonight,tonight
2021,2021-10-08,morning,neutral,Instagram,chackin,chackin
2021,2021-10-08,morning,neutral,Instagram,coming,come
2021,2021-10-08,morning,neutral,Instagram,tomorrow,tomorrow
2021,2021-10-02,morning,negative,Twitter,son,son
2021,2021-10-02,morning,negative,Twitter,stung,stung
2021,2021-10-02,morning,negative,Twitter,bug,bug
2021,2021-10-02,morning,negative,Twitter,first,first
2021,2021-10-02,morning,negative,Twitter,time,time
2021,2021-10-02,morning,negative,Twitter,little,littl
2021,2021-10-02,morning,negative,Twitter,finger,finger
2021,2021-10-02,morning,negative,Twitter,slightly,slightli
2021,2021-10-02,morning,negative,Twitter,swollen,swollen
2021,2021-11-07,noon,neutral,Instagram,love,love
2021,2021-11-07,noon,neutral,Instagram,something,someth
2021,2021-11-07,noon,neutral,Instagram,excuse,excus
2021,2021-11-07,noon,neutral,Instagram,memc,memc
2021,2021-11-07,noon,neutral,Instagram,rules,rule
2021,2021-11-29,noon,neutral,Instagram,sass,sass
2021,2021-11-29,noon,neutral,Instagram,detect,detect
2021,2021-11-29,noon,neutral,Instagram,long,long
2021,2021-11-29,noon,neutral,Instagram,isnt,isnt
2021,2021-11-29,noon,neutral,Instagram,back,back
2021,2021-11-29,noon,neutral,Instagram,sass,sass
2021,2021-11-29,noon,neutral,Instagram,haha,haha
2021,2021-11-30,night,negative,Facebook,home,home
2021,2021-11-30,night,negative,Facebook,tomorrow,tomorrow
2021,2021-11-30,night,negative,Facebook,running,run
2021,2021-11-30,night,negative,Facebook,spinning,spin
2021,2021-11-30,night,negative,Facebook,now,now
2021,2021-11-30,night,negative,Facebook,time,time
2021,2021-11-30,night,negative,Facebook,chiropractor,chiropractor
2021,2021-11-30,night,negative,Facebook,laundry,laundri
2021,2021-11-30,night,negative,Facebook,shopping,shop
2021,2021-11-30,night,negative,Facebook,visiting,visit
2021,2021-11-30,night,negative,Facebook,family,famili
2021,2021-11-30,night,negative,Facebook,missing,miss
2021,2021-11-30,night,negative,Facebook,nathan,nathan
2021,2021-11-30,morning,neutral,Instagram,another,anoth
2021,2021-11-30,morning,neutral,Instagram,sponsor,sponsor
2021,2021-12-03,noon,positive,Instagram,really,realli
2021,2021-12-03,noon,positive,Instagram,wish,wish
2021,2021-12-08,noon,positive,Instagram,thanks,thank
2021,2021-12-08,noon,positive,Instagram,warm,warm
2021,2021-12-08,noon,positive,Instagram,welcome,welcom
2021,2021-12-08,noon,positive,Instagram,didnt,didnt
2021,2021-12-08,noon,positive,Instagram,make,make
2021,2021-12-08,noon,positive,Instagram,plans,plan
2021,2021-12-08,noon,positive,Instagram,arrival,arriv
2021,2021-12-08,noon,positive,Instagram,time,time
2021,2021-12-08,noon,positive,Instagram,air,air
2021,2021-12-08,night,neutral,Facebook,days,dai
2021,2021-12-08,night,neutral,Facebook,counting,count
2022,2022-01-05,morning,negative,Instagram,born,born
2022,2022-01-05,morning,negative,Instagram,raised,rais
2022,2022-01-05,morning,negative,Instagram,nyc,nyc
2022,2022-01-05,morning,negative,Instagram,living,live
2022,2022-01-05,morning,negative,Instagram,texas,texa
2022,2022-01-05,morning,negative,Instagram,past,past
2022,2022-01-05,morning,negative,Instagram,years,year
2022,2022-01-05,morning,negative,Instagram,still,still
2022,2022-01-05,morning,negative,Instagram,miss,miss
2022,2022-01-15,night,neutral,Instagram,simple,simpl
2022,2022-01-15,morning,negative,Facebook,december,decemb
2022,2022-01-15,morning,negative,Facebook,good,good
2022,2022-01-15,morning,negative,Facebook,next,next
2022,2022-01-15,morning,negative,Facebook,big,big
2022,2022-01-15,morning,negative,Facebook,birthday,birthdai
2022,2022-01-15,morning,negative,Facebook,flys,fly
2022,2022-01-15,morning,negative,Facebook,sure,sure
2022,2022-01-28,noon,negative,Twitter,week,week
2022,2022-01-28,noon,negative,Twitter,mine,mine
2022,2022-01-28,noon,negative,Twitter,easy,easi
2022,2022-01-28,noon,negative,Twitter,finally,final
2022,2022-01-08,night,positive,Facebook,wow,wow
2022,2022-01-08,night,positive,Facebook,beautiful,beauti
2022,2022-01-08,night,positive,Facebook,picture,pictur
2022,2022-01-08,night,positive,Facebook,wayi,wayi
2022,2022-01-08,night,positive,Facebook,straightjust,straightjust
2022,2022-01-08,night,positive,Facebook,wanted,want
2022,2022-01-08,night,positive,Facebook,let,let
2022,2022-01-08,night,positive,Facebook,know,know
2022,2022-01-08,night,positive,Facebook,bella,bella
2022,2022-02-28,noon,negative,Instagram,care,care
2022,2022-02-28,noon,negative,Instagram,can,can
2022,2022-02-28,night,negative,Facebook,heres,here
2022,2022-02-28,night,negative,Facebook,brief,brief
2022,2022-02-28,night,negative,Facebook,preview,preview
2022,2022-02-28,night,negative,Facebook,god,god
2022,2022-02-28,night,negative,Facebook,james,jame
2022,2022-02-28,night,negative,Facebook,creepy,creepi
2022,2022-02-28,night,negative,Facebook,role,role
2022,2022-02-28,night,negative,Facebook,scared,scare
2022,2022-03-20,noon,positive,Instagram,woolsery,woolseri
2022,2022-03-20,noon,positive,Instagram,morning,morn
2022,2022-03-20,noon,positive,Instagram,hopefully,hopefulli
2022,2022-03-20,noon,positive,Instagram,see,see
2022,2022-03-20,noon,positive,Instagram,north,north
2022,2022-03-20,noon,positive,Instagram,molton,molton
2022,2022-03-20,noon,positive,Instagram,clinch,clinch
2022,2022-03-20,noon,positive,Instagram,north,north
2022,2022-03-20,noon,positive,Instagram,devon,devon
2022,2022-03-20,noon,positive,Instagram,league,leagu
2022,2022-03-20,noon,positive,Instagram,title,titl
2022,2022-03-20,noon,positive,Instagram,lovely,love
2022,2022-03-20,noon,positive,Instagram,day,dai
2022,2022-04-05,night,positive,Facebook,semester,semest
2022,2022-04-05,night,positive,Facebook,final,final
2022,2022-04-05,night,positive,Facebook,exam,exam
2022,2022-04-05,night,positive,Facebook,complete,complet
2022,2022-04-05,night,positive,Facebook,hurray,hurrai
2022,2022-04-03,noon,neutral,Twitter,home,home
2022,2022-04-03,noon,neutral,Twitter,empty,empti
2022,2022-04-03,noon,neutral,Twitter,handed,hand
2022,2022-04-03,noon,neutral,Twitter,comics,comic
2022,2022-04-03,noon,neutral,Twitter,found,found
2022,2022-04-03,noon,neutral,Twitter,today,todai
2022,2022-04-03,noon,neutral,Twitter,shall,shall
2022,2022-04-03,noon,neutral,Twitter,now,now
2022,2022-04-03,noon,neutral,Twitter,indulge,indulg
2022,2022-04-03,noon,neutral,Twitter,cupcakes,cupcak
2022,2022-04-03,noon,neutral,Twitter,magnolia,magnolia
2022,2022-04-03,noon,neutral,Twitter,bakery,bakeri
2022,2022-04-18,noon,positive,Twitter,haha,haha
2022,2022-04-18,noon,positive,Twitter,jewish,jewish
2022,2022-04-18,noon,positive,Twitter,love,love
2022,2022-04-18,noon,positive,Twitter,one,on
2022,2022-04-15,night,neutral,Facebook,writing,write
2022,2022-04-15,night,neutral,Facebook,english,english
2022,2022-04-15,night,neutral,Facebook,original,origin
2022,2022-04-15,night,neutral,Facebook,writing,write
2022,2022-04-15,night,neutral,Facebook,storyyyyy,storyyyyi
2022,2022-04-15,night,neutral,Facebook,listening,listen
2022,2022-04-15,night,neutral,Facebook,little,littl
2022,2022-04-15,night,neutral,Facebook,respect,respect
2022,2022-04-15,night,neutral,Facebook,erasure,erasur
2022,2022-04-15,night,neutral,Facebook,aaaaaah,aaaaaah
2022,2022-05-12,morning,negative,Instagram,sorry,sorri
2022,2022-05-12,morning,negative,Instagram,friends,friend
2022,2022-05-12,morning,negative,Instagram,swamped,swamp
2022,2022-05-12,morning,negative,Instagram,deadlines,deadlin
2022,2022-05-12,morning,negative,Instagram,right,right
2022,2022-05-12,morning,negative,Instagram,now,now
2022,2022-05-12,morning,negative,Instagram,family,famili
2022,2022-05-12,morning,negative,Instagram,visiting,visit
2022,2022-05-12,morning,negative,Instagram,boot,boot
2022,2022-05-12,morning,negative,Instagram,charades,charad
2022,2022-05-30,noon,neutral,Facebook,uploading,upload
2022,2022-05-30,noon,neutral,Facebook,bamboozle,bamboozl
2022,2022-05-30,noon,neutral,Facebook,pictures,pictur
2022,2022-05-30,noon,neutral,Facebook,facebook,facebook
2022,2022-06-08,morning,negative,Facebook,attend,attend
2022,2022-06-08,morning,negative,Facebook,class,class
2022,2022-06-08,morning,negative,Facebook,listening,listen
2022,2022-06-08,morning,negative,Facebook,teachers,teacher
2022,2022-06-08,morning,negative,Facebook,reading,read
2022,2022-06-08,morning,negative,Facebook,slide,slide
2022,2022-06-08,morning,negative,Facebook,nonsence,nonsenc
2022,2022-06-08,noon,negative,Instagram,want,want
2022,2022-06-08,noon,negative,Instagram,let,let
2022,2022-06-20,night,neutral,Instagram,sounds,sound
2022,2022-07-20,noon,neutral,Twitter,laughing,laugh
2022,2022-07-20,noon,neutral,Twitter,ass,ass
2022,2022-07-20,noon,neutral,Twitter,smh,smh
2022,2022-07-20,noon,neutral,Twitter,one,on
2022,2022-07-20,noon,neutral,Twitter,threw,threw
2022,2022-07-17,morning,negative,Facebook,days,dai
2022,2022-07-17,morning,negative,Facebook,matt,matt
2022,2022-07-17,morning,negative,Facebook,fun,fun
2022,2022-07-17,morning,negative,Facebook,weekend,weekend
2022,2022-07-25,noon,positive,Twitter,pancakes,pancak
2022,2022-07-25,noon,positive,Twitter,lemon,lemon
2022,2022-07-25,noon,positive,Twitter,sugar,sugar
2022,2022-07-25,noon,positive,Twitter,thanks,thank
2022,2022-07-10,night,positive,Twitter,now,now
2022,2022-07-10,night,positive,Twitter,hours,hour
2022,2022-07-10,night,positive,Twitter,sleep,sleep
2022,2022-07-10,night,positive,Twitter,rest,rest
2022,2022-07-10,night,positive,Twitter,need,need
2022,2022-07-05,night,neutral,Instagram,referring,refer
2022,2022-07-05,night,neutral,Instagram,lil,lil
2022,2022-07-05,night,neutral,Instagram,exchange,exchang
2022,2022-07-05,night,neutral,Instagram,regards,regard
2022,2022-07-05,night,neutral,Instagram,twitter,twitter
2022,2022-07-05,night,neutral,Instagram,archive,archiv
2022,2022-07-05,night,neutral,Instagram,postings,post
2022,2022-08-10,night,positive,Twitter,cooking,cook
2022,2022-08-10,night,positive,Twitter,dad,dad
2022,2022-08-10,night,positive,Twitter,lots,lot
2022,2022-08-10,night,positive,Twitter,fun,fun
2022,2022-08-10,night,positive,Twitter,kitchen,kitchen
2022,2022-08-10,night,positive,Twitter,together,togeth
2022,2022-08-10,morning,negative,Facebook,bouncing,bounc
2022,2022-08-10,morning,negative,Facebook,rush,rush
2022,2022-08-10,morning,negative,Facebook,makes,make
2022,2022-08-10,morning,negative,Facebook,feel,feel
2022,2022-08-10,morning,negative,Facebook,nauseous,nauseou
2022,2022-09-15,night,negative,Instagram,dog,dog
2022,2022-09-15,night,negative,Instagram,officially,offici
2022,2022-09-15,night,negative,Instagram,depressed,depress
2022,2022-09-15,night,negative,Instagram,brothers,brother
2022,2022-09-15,night,negative,Instagram,dogs,dog
2022,2022-09-15,night,negative,Instagram,gone,gone
2022,2022-09-15,night,negative,Instagram,doesnt,doesnt
2022,2022-09-15,night,negative,Instagram,want,want
2022,2022-09-15,night,negative,Instagram,outside,outsid
2022,2022-09-15,night,negative,Instagram,play,plai
2022,2022-09-15,night,negative,Instagram,halfheartedly,halfheartedli
2022,2022-10-08,morning,positive,Twitter,need,need
2022,2022-10-08,morning,positive,Twitter,need,need
2022,2022-10-08,morning,positive,Twitter,thereto,thereto
2022,2022-10-08,morning,positive,Twitter,represent,repres
2022,2022-10-08,morning,positive,Twitter,blackberries,blackberri
2022,2022-11-15,morning,negative,Instagram,now,now
2022,2022-11-15,morning,negative,Instagram,bit,bit
2022,2022-11-15,morning,negative,Instagram,bad,bad
2022,2022-11-15,morning,negative,Instagram,back,back
2022,2022-11-15,morning,negative,Instagram,lifting,lift
2022,2022-11-15,morning,negative,Instagram,drum,drum
2022,2022-11-15,morning,negative,Instagram,hardware,hardwar
2022,2022-11-15,morning,negative,Instagram,car,car
2022,2022-11-15,morning,negative,Instagram,downer,downer
2022,2022-11-28,noon,neutral,Facebook,hours,hour
2022,2022-11-28,noon,neutral,Facebook,ago,ago
2022,2022-11-28,noon,neutral,Facebook,came,came
2022,2022-11-28,noon,neutral,Facebook,now,now
2022,2022-11-28,noon,neutral,Facebook,realised,realis
2022,2022-11-28,noon,neutral,Facebook,went,went
2022,2022-11-28,noon,neutral,Facebook,buy,bui
2022,2022-11-28,noon,neutral,Facebook,something,someth
2022,2022-11-28,noon,neutral,Facebook,online,onlin
2022,2022-12-01,morning,neutral,Instagram,needs,need
2022,2022-12-01,morning,neutral,Instagram,followers,follow
2023,2023-01-28,night,neutral,Twitter,sick,sick
2023,2023-01-28,night,neutral,Twitter,past,past
2023,2023-01-28,night,neutral,Twitter,days,dai
2023,2023-01-15,noon,positive,Instagram,amazing,amaz
2023,2023-01-15,noon,positive,Instagram,game,game
2023,2023-01-15,noon,positive,Instagram,playing,plai
2023,2023-01-15,noon,positive,Instagram,everyday,everydai
2023,2023-01-18,noon,positive,Twitter,buy,bui
2023,2023-01-18,noon,positive,Twitter,sophies,sophi
2023,2023-01-18,noon,positive,Twitter,world,world
2023,2023-01-18,noon,positive,Twitter,book,book
2023,2023-01-18,noon,positive,Twitter,really,realli
2023,2023-01-18,noon,positive,Twitter,happy,happi
2023,2023-01-30,night,negative,Facebook,consolation,consol
2023,2023-01-30,night,negative,Facebook,bmi,bmi
2023,2023-01-30,night,negative,Facebook,tested,test
2023,2023-01-30,night,negative,Facebook,hahaha,hahaha
2023,2023-01-30,night,negative,Facebook,says,sai
2023,2023-01-30,night,negative,Facebook,obesed,obes
2023,2023-01-30,night,negative,Facebook,well,well
2023,2023-01-30,night,negative,Facebook,much,much
2023,2023-01-30,night,negative,Facebook,unhappy,unhappi
2023,2023-01-30,night,negative,Facebook,minutes,minut
2023,2023-01-27,noon,positive,Twitter,thinking,think
2023,2023-01-27,noon,positive,Twitter,going,go
2023,2023-01-27,noon,positive,Twitter,fun,fun
2023,2023-01-27,noon,positive,Twitter,tonight,tonight
2023,2023-01-27,noon,positive,Twitter,thinking,think
2023,2023-01-27,noon,positive,Twitter,going,go
2023,2023-01-27,noon,positive,Twitter,fun,fun
2023,2023-01-27,noon,positive,Twitter,tonightand,tonightand
2023,2023-01-27,noon,positive,Twitter,maybe,mayb
2023,2023-01-27,noon,positive,Twitter,changes,chang
2023,2023-01-27,noon,positive,Twitter,coming,come
2023,2023-01-15,morning,positive,Twitter,congratulation,congratul
2023,2023-01-15,morning,positive,Twitter,achievement,achiev
2023,2023-01-19,noon,positive,Instagram,followed,follow
2023,2023-01-19,noon,positive,Instagram,recently,recent
2023,2023-01-19,noon,positive,Instagram,please,pleas
2023,2023-01-19,noon,positive,Instagram,offended,offend
2023,2023-01-19,noon,positive,Instagram,havent,havent
2023,2023-01-19,noon,positive,Instagram,followed,follow
2023,2023-01-19,noon,positive,Instagram,back,back
2023,2023-01-19,noon,positive,Instagram,hit,hit
2023,2023-01-19,noon,positive,Instagram,limit,limit
2023,2023-01-31,night,neutral,Facebook,yes,ye
2023,2023-01-31,night,neutral,Facebook,work,work
2023,2023-01-24,noon,negative,Twitter,since,sinc
2023,2023-01-24,noon,negative,Twitter,demise,demis
2023,2023-01-24,noon,negative,Twitter,woolworths,woolworth
2023,2023-01-24,noon,negative,Twitter,isnt,isnt
2023,2023-01-24,noon,negative,Twitter,easy,easi
2023,2023-01-24,noon,negative,Twitter,find,find
2023,2023-01-24,noon,negative,Twitter,reasonably,reason
2023,2023-01-24,noon,negative,Twitter,priced,price
2023,2023-01-24,noon,negative,Twitter,pick,pick
2023,2023-01-24,noon,negative,Twitter,mix,mix
2023,2023-01-24,noon,negative,Twitter,anywhere,anywher
2023,2023-01-17,morning,positive,Facebook,well,well
2023,2023-01-17,morning,positive,Facebook,good,good
2023,2023-01-17,morning,positive,Facebook,morning,morn
2023,2023-01-17,morning,positive,Facebook,wonderful,wonder
2023,2023-01-17,morning,positive,Facebook,day,dai
2023,2023-01-17,morning,positive,Facebook,neighborhood,neighborhood
2023,2023-01-17,morning,positive,Facebook,thanks,thank
2023,2023-01-17,morning,positive,Facebook,now,now
2023,2023-01-17,morning,positive,Facebook,following,follow
2023,2023-01-17,morning,positive,Facebook,another,anoth
2023,2023-01-17,morning,positive,Facebook,morning,morn
2023,2023-01-24,noon,positive,Twitter,yesterday,yesterdai
2023,2023-01-24,noon,positive,Twitter,watch,watch
2023,2023-01-24,noon,positive,Twitter,movie,movi
2023,2023-01-24,noon,positive,Twitter,thatefbfbds,thatefbfbd
2023,2023-01-24,noon,positive,Twitter,really,realli
2023,2023-01-24,noon,positive,Twitter,motivated,motiv
2023,2023-01-20,morning,positive,Twitter,awesome,awesom
2023,2023-01-20,morning,positive,Twitter,dude,dude
2023,2023-01-20,morning,positive,Twitter,yay,yai
2023,2023-01-20,morning,positive,Twitter,surprise,surpris
2023,2023-01-20,morning,positive,Twitter,celebrities,celebr
2023,2023-01-20,morning,positive,Twitter,meet,meet
2023,2023-01-20,morning,positive,Twitter,years,year
2023,2023-01-20,morning,positive,Twitter,ago,ago
2023,2023-01-20,morning,positive,Twitter,soooo,soooo
2023,2023-01-20,morning,positive,Twitter,friendly,friendli
2023,2023-01-26,noon,positive,Instagram,makes,make
2023,2023-01-26,noon,positive,Instagram,happy,happi
2023,2023-01-26,noon,positive,Instagram,hear,hear
2023,2023-01-26,noon,positive,Instagram,girl,girl
2023,2023-01-26,noon,positive,Instagram,talk,talk
2023,2023-01-26,noon,positive,Instagram,tweet,tweet
2023,2023-01-26,noon,positive,Instagram,nba,nba
2023,2023-01-26,noon,positive,Instagram,give,give
2023,2023-01-26,noon,positive,Instagram,nuggets,nugget
2023,2023-01-26,noon,positive,Instagram,love,love
2023,2023-01-28,night,neutral,Facebook,getting,get
2023,2023-01-28,night,neutral,Facebook,hang,hang
2023,2023-01-28,night,neutral,Facebook,twitter,twitter
2023,2023-01-15,morning,positive,Twitter,screw,screw
2023,2023-01-15,morning,positive,Twitter,reviews,review
2023,2023-01-15,morning,positive,Twitter,thought,thought
2023,2023-01-15,morning,positive,Twitter,wolverine,wolverin
2023,2023-01-15,morning,positive,Twitter,awesome,awesom
2023,2023-01-15,morning,positive,Twitter,enough,enough
2023,2023-01-15,morning,positive,Twitter,dominic,domin
2023,2023-01-15,morning,positive,Twitter,monaghan,monaghan
2023,2023-01-15,morning,positive,Twitter,liking,like
2023,2023-01-19,noon,positive,Instagram,followed,follow
2023,2023-01-19,noon,positive,Instagram,recently,recent
2023,2023-01-19,noon,positive,Instagram,please,pleas
2023,2023-01-19,noon,positive,Instagram,offended,offend
2023,2023-01-19,noon,positive,Instagram,havent,havent
2023,2023-01-19,noon,positive,Instagram,followed,follow
2023,2023-01-19,noon,positive,Instagram,back,back
2023,2023-01-19,noon,positive,Instagram,hit,hit
2023,2023-01-19,noon,positive,Instagram,limit,limit
2023,2023-01-19,noon,positive,Instagram,hopefully,hopefulli
2023,2023-01-19,noon,positive,Instagram,free,free
2023,2023-01-19,noon,positive,Instagram,soon,soon
2023,2023-01-31,night,neutral,Facebook,yes,ye
2023,2023-01-31,night,neutral,Facebook,work,work
2023,2023-01-24,noon,positive,Twitter,ftsk,ftsk
2023,2023-01-24,noon,positive,Twitter,mercy,merci
2023,2023-01-24,noon,positive,Twitter,mercedes,merced
2023,2023-01-24,noon,positive,Twitter,amazing,amaz
2023,2023-01-24,noon,positive,Twitter,tonight,tonight
2023,2023-01-24,noon,positive,Twitter,always,alwai
2023,2023-01-18,morning,neutral,Facebook,looks,look
2023,2023-01-18,morning,neutral,Facebook,office,offic
2023,2023-01-18,morning,neutral,Facebook,mlb,mlb
2023,2023-01-18,morning,neutral,Facebook,network,network
2023,2023-01-17,morning,negative,Facebook,ohh,ohh
2023,2023-01-17,morning,negative,Facebook,tooth,tooth
2023,2023-01-17,morning,negative,Facebook,hurts,hurt
2023,2023-01-17,morning,negative,Facebook,ohh,ohh
2023,2023-01-17,morning,negative,Facebook,sad,sad
2023,2023-01-17,morning,negative,Facebook,hurts,hurt
2023,2023-01-21,noon,positive,Twitter,distracted,distract
2023,2023-01-21,noon,positive,Twitter,thank,thank
2023,2023-01-21,noon,positive,Twitter,new,new
2023,2023-01-21,noon,positive,Twitter,followers,follow
2023,2023-01-21,noon,positive,Twitter,taking,take
2023,2023-01-21,noon,positive,Twitter,trouble,troubl
2023,2023-01-21,noon,positive,Twitter,follow,follow
2023,2023-01-21,noon,positive,Twitter,others,other
2023,2023-01-21,noon,positive,Twitter,feelin,feelin
2023,2023-01-21,noon,positive,Twitter,love,love
2023,2023-01-25,night,negative,Instagram,think,think
2023,2023-01-25,night,negative,Instagram,bills,bill
2023,2023-01-25,night,negative,Instagram,haii,haii
2023,2023-01-25,night,negative,Instagram,finished,finish
2023,2023-01-25,night,negative,Instagram,paying,pai
2023,2023-01-25,night,negative,Instagram,mine,mine
2023,2023-01-25,night,negative,Instagram,broke,broke
2023,2023-01-28,morning,neutral,Facebook,sure,sure
2023,2023-01-28,morning,neutral,Facebook,didnt,didnt
2023,2023-01-28,morning,neutral,Facebook,say,sai
2023,2023-01-28,morning,neutral,Facebook,big,big
2023,2023-01-28,morning,neutral,Facebook,jst,jst
2023,2023-01-28,morning,neutral,Facebook,saw,saw
2023,2023-01-28,morning,neutral,Facebook,pics,pic
2023,2023-01-28,morning,neutral,Facebook,last,last
2023,2023-01-28,morning,neutral,Facebook,bday,bdai
2023,2023-01-28,morning,neutral,Facebook,looked,look
2023,2023-01-28,morning,neutral,Facebook,pretty,pretti
2023,2023-01-28,morning,neutral,Facebook,miss,miss
2023,2023-01-22,night,positive,Instagram,agree,agre
2023,2023-01-19,night,negative,Twitter,feel,feel
2023,2023-01-19,night,negative,Twitter,pain,pain
2023,2023-01-19,night,negative,Twitter,mine,mine
2023,2023-01-19,night,negative,Twitter,way,wai
2023,2023-01-25,morning,neutral,Facebook,comes,come
2023,2023-01-25,morning,neutral,Facebook,home,home
2023,2023-01-25,morning,neutral,Facebook,two,two
2023,2023-01-25,morning,neutral,Facebook,days,dai
2023,2023-01-27,noon,negative,Instagram,sadly,sadli
